ac|en|fi|pt|ru|zh|ja|ko|de
helms_unique26|Judge, Jury & Executioner|Tuomari, Tuomaristo & Teloittaja|Juiz, Júri e Executor|Преступление и Наказание|法官、陪审团和刽子手|陪審と処刑人|심사 위원 및 집행관|Richter, Jury und Henker
helms_unique27|Death Knight's Visage|Kuolemaritarin Kasvot|Rosto do Cavaleiro da Morte|Маска Рыцаря Смерти|死亡骑士的面貌|デスナイツヴィザージュ|죽음의 기사의 얼굴|Visage des Todesritters
helms_unique28|Ancient Avenger|Muinaiskostaja|Vingador Ancião|Древний Мститель|古老的复仇者|アンシエントアベンジャー|고대 복수자|Alter Rächer
helms_unique29|Wind Bandana|Tuulihuivi|Bandana do Vento|Бандана Ветров|风大手帕|風のバンダナ|바람 두건|Windbandana
helms_unique30|Thunder Glory|Ukkoskunnia|Glória do Trovão|Гром Славы|雷声的荣耀|サンダーグローリー|천둥의 영광|Donnerehre
helms_unique31|Wormwood|Koiruoho|Absinto|Горечь|苦恼的原因|ヨモギ|쑥|Wurmholz
helms_unique32|Burning Gaze|Polttava Tuijotus|Olhar Ardente|Огненный Взор|燃烧的目光|バーニングゲイズ|불타는 듯한 눈|Brennender Blick
helms_unique33|Sight Of The Gods|Jumalten Katse|Visão dos Deuses|Божественный Взор|众神之视|神々の光景|신들의 광경|Anblick der Götter
helms_unique34|Zealot's Guise of Doom|Kiihkoilijan Tuomion Huppu|o disfarce de fanático da desgraça|Покров Смерти Фанатика|狂热者的厄运掩饰|熱狂的な運命の装い|열렬한 운명의 모습|Eiferers Gestalt des Untergangs
helms_unique35|Flame Diviner's Refuge|Tuliennustajan Turvapaikka|Refúgio do adivinho da chama|Шлем Прорицателя|烈焰圣地的避难所|炎占い師の避難所|화염 점쟁이의 피난처|Zuflucht der Flammenwahrsager
helms_unique36|Lumberjack's Safety Helmet|Tukkimiehen Suojakypärä|Capacete de Segurança do Lenhador|Защитный Шлем Лесоруба|伐木工人的安全帽|木こりの安全ヘルメット|Lumberjack의 안전 헬멧|Holzfäller-Schutzhelm
helms_unique37|Blood-letter's Crown|Blood-letter's Crown|Blood-letter's Crown|Шлем Кровопускателя|Blood-letter's Crown|Blood-letter's Crown|Blood-letter's Crown|Blood-letter's Crown
helms_unique38|Venom's Skull|Venomin Pääkallo|Caveira de Venom|Костяной Шлем Веномансера|毒液的头骨|ヴェノムの頭蓋骨|독의 해골|Giftschädel
helms_unique39|Shield Bearer's Crown|Kilvenkäyttäjän Kruunu|Coroa do Portador do Escudo|Корона Щитоносца|盾牌守卫者的王冠|シールドベアラーの王冠|방패 전달자의 왕관|Schildträgerkrone
helms_unique40|Juggernaut's Siege Helmet|Pysäyttämätön Voiman Piirityskypärä|Capacete de cerco de Juggernaut|Осадный Шлем Джаггернаута|剑圣的攻城头盔|ジャガーノートの包囲ヘルメット|저거너트의 공성 헬멧|Belagerungshelm von Juggernaut
helms_unique41|Lost Master's Vision|Kadonneen Mestarin Näkö|Visão do Mestre Perdida|Взор Мастера|失去大师的视野|失われたマスターのビジョン|잃어버린 스승의 비전|Die Vision des verlorenen Meisters
helms_unique42|Valkyrie's Winged Helm|Valkyrie's Winged Helm|Valkyrie's Winged Helm|Крылатый Шлем Валькирии|Valkyrie's Winged Helm|Valkyrie's Winged Helm|Valkyrie's Winged Helm|Valkyrie's Winged Helm
helms_unique43|Surgical Mask|Kirurginen naamio|Máscara cirúrgica|Surgical Mask|手术面罩|サージカルマスク|Surgical Mask|Chirurgische Maske
helms_unique44|Battle Worn Visor|Taistelussa kulunut visiiri|Viseira de batalha desgastada|Battle Worn Visor|战斗磨损的面罩|戦場で着用したバイザー|Battle Worn Visor|Schlacht Worn Visor
helms_unique45|Underworld's Skullbreaker|Underworldin Skullbreaker|O quebrador de crânios do submundo|Underworld's Skullbreaker|冥界的破壳者|アンダーワールドのスカルブレーカー|Underworld's Skullbreaker|Schädelbrecher der Unterwelt
helms_unique46|Sand Traveler's Guise|Hiekkamatkustajan asu|Guia do Viajante na Areia|Sand Traveler's Guise|沙地旅行者的幌子|サンドトラベラーズギース|Sand Traveler's Guise|Sand Traveler's Guise
helms_unique47|Crown of the Holy One|Arcaniumin kruunu|Coroa de Arcanium|Crown of Arcanium|阿卡尼姆之冠|クラウン オブ アルカニウム|Crown of Arcanium|Krone von Arkanium
helms_unique48|Guise of the Dead|Guise of the Dead|A capa dos mortos|Guise of the Dead|亡灵的幌子|ギゼ・オブ・ザ・デッド|Guise of the Dead|Das Gewand der Toten
helms_unique49|Veil of Mystery|Mysteerin verho|Véu de Mistério|Veil of Mystery|神秘的面纱|ベール・オブ・ミステリー|Veil of Mystery|Schleier des Geheimnisses
helms_unique50|Winged Crown of the North|Pohjoisen siivekäs kruunu|Coroa Alada do Norte|Winged Crown of the North|北方的翼冠|北の翼の王冠|Winged Crown of the North|Geflügelte Krone des Nordens
helms_unique51|The Lightning Conductor|Salamanjohdin|O Condutor de Raios|The Lightning Conductor|雷电导体|ライトニング・コンダクター|The Lightning Conductor|Der Blitzableiter
helms_unique52|Tenebris's Sinful Grievance|Tenebrisin syntinen valitus|O Sinful Grievance de Tenebris|Tenebris's Sinful Grievance|特尼布里斯的罪孽深重的怨恨|テネブリーの罪深い不満|Tenebris's Sinful Grievance|Tenebris' sündhafter Kummer
helms_unique53|Mask of the Beyond|Beyondin naamio|Máscara do Além|Mask of the Beyond|超越者的面具|マスク・オブ・ザ・ビヨンド|Mask of the Beyond|Maske des Jenseits
helms_unique54|Pit Commander's Vanquisher|Kuoppakomentajan kypärä|Capacete do Comandante do Fosso|Pit Commander's Helmet|坑道指挥官的头盔|ピットコマンダーのヘルメット|Pit Commander's Helmet|Helm des Boxenstoppers
helms_unique55|Lava King's Lost Mask|Laavakuninkaan kadonnut naamio|A Máscara Perdida do Lava King|Lava King's Lost Mask|熔岩王的失落面具|Lava King's Lost Mask|Lava King's Lost Mask|Die verlorene Maske des Lavakönigs
helms_unique56|The Grand Champion|Suuri mestari|O Grande Campeão|The Grand Champion|大冠军|グランドチャンピオン|The Grand Champion|Der Großmeister
helms_unique57|Jade King's Lost Mask|Jadekuninkaan kadonnut naamio|Máscara Perdida de Jade King|Jade King's Lost Mask|玉皇大帝的失落面具|翡翠王の失われた仮面|Jade King's Lost Mask|Die verlorene Maske des Jadekönigs
helms_unique58|Crown of Midnight|Keskiyön kruunu|Coroa da Meia-Noite|Crown of Midnight|午夜之冠|真夜中の王冠|Crown of Midnight|Krone der Mitternacht
helms_unique59|Nikita's KJ-33 Helmet|Nikita's KJ-33 Helmet|Nikita's KJ-33 Helmet|Nikita's KJ-33 Helmet|Nikita's KJ-33 Helmet|Nikita's KJ-33 Helmet|Nikita's KJ-33 Helmet|Nikita's KJ-33 Helmet
helms_unique60|The Curator of Secrets|The Curator of Secrets|The Curator of Secrets|The Curator of Secrets|The Curator of Secrets|The Curator of Secrets|The Curator of Secrets|The Curator of Secrets
helms_unique61|Sheep King’s Crown|Sheep King’s Crown|Sheep King’s Crown|Sheep King’s Crown|Sheep King’s Crown|Sheep King’s Crown|Sheep King’s Crown|Sheep King’s Crown
helms_unique62|Melee C|Melee C|Melee C|Melee C|C级混乱王冠|Melee C|Melee C|Melee C
helms_unique63|Melee A|Melee A|Melee A|Melee A|A级混乱王冠|Melee A|Melee A|Melee A
helms_unique64|Melee S|Melee S|Melee S|Melee S|S级混乱王冠|Melee S|Melee S|Melee S
helms_unique65|Caster C|Caster C|Caster C|Caster C|C级铸工帽子|Caster C|Caster C|Caster C
helms_unique66|Caster A|Caster A|Caster A|Caster A|A级铸工帽子|Caster A|Caster A|Caster A
helms_unique67|Caster S|Caster S|Caster S|Caster S|S级铸工帽子|Caster S|Caster S|Caster S
helms_unique68|Ranged C|Ranged C|Ranged C|Ranged C|C级漫游兜帽|Ranged C|Ranged C|Ranged C
helms_unique69|Ranged A|Ranged A|Ranged A|Ranged A|A级漫游兜帽|Ranged A|Ranged A|Ranged A
helms_unique70|Ranged S|Ranged S|Ranged S|Ranged S|S级漫游兜帽|Ranged S|Ranged S|Ranged S
helms_unique71|Thorns C|Thorns C|Thorns C|Thorns C|C级荆棘头盔|Thorns C|Thorns C|Thorns C
helms_unique72|Thorns A|Thorns A|Thorns A|Thorns A|A级荆棘头盔|Thorns A|Thorns A|Thorns A
helms_unique73|Thorns S|Thorns S|Thorns S|Thorns S|S级荆棘头盔|Thorns S|Thorns S|Thorns S
helms_unique74|Tank C|Tank C|Tank C|Tank C|C级坦克面罩|Tank C|Tank C|Tank C
helms_unique75|Tank A|Tank A|Tank A|Tank A|A级坦克面罩|Tank A|Tank A|Tank A
helms_unique76|Tank S|Tank S|Tank S|Tank S|S级坦克面罩|Tank S|Tank S|Tank S
helms_unique77|Chronomancer's Eternal Guise|||||||
helms_unique78|Sand Manipulator's Death Mask|||||||
[gloves]||||||||
gloves0|Light Gauntlets|Kevyettaisteluhanskat|Luvas Leves|Легкие рукавицы|轻型铁手套|軽い籠手|빛의 건틀릿|Leichte Handschuhe
gloves1|Plate Gauntlets|Peltitaisteluhanskat|Luvas de Placa|Латные рукавицы|金属铁手套|プレートの籠手|판금 건틀릿|Plattenhandschuhe
gloves2|Crusader Gauntlets|Ristiretkeilytaisteluhanskat|Luvas do Cruzado|Рукавицы крестоносца|十字军铁手套|クルセーダーの籠手|십자군 건틀릿|Handschuhe des Kreuzritters
gloves3|Steel Gloves|Teräshanskat|Luvas de Aço|Стальные рукавицы|钢手套|鋼の手袋|강철 장갑|Stahlhandschuhe
gloves4|Chain Gloves|Ketjuhanskat|Luvas de Corrente|Кольчужные рукавицы|链手套|鎖の手袋|사슬 장갑|Kettenhandschuhe
gloves5|War Gloves|Sotahanskat|Luvas de Guerra|Перчатки|战争手套|戦いの手袋|전쟁 장갑|Kriegshandschuhe
gloves6|Leather Gloves|Nahkahanskat|Luvas de Couro|Кожаные перчатки|皮革手套|革の手袋|가죽 장갑|Lederhandschuhe
gloves7|Heavy Gloves|Raskaat Hanskat|Luvas Pesadas|Тяжелые перчатки|重型手套|重い手袋|무거운 장갑|Schwere Handschuhe
gloves8|Bramble Mitts|Piikkipensaskintaat|Luvas Espinhosas|Шипастые рукавицы|荆棘手套|イバラのミット|가시나무 장갑|Brombeerhandschuhe
gloves9|Peasant Grips|Torpparikädensija|Luvas de Camponês|Рукавицы крестьянина|农民手套|農夫のグリップ|농민 그립|Bauernhandschuhe
gloves10|Mage Gloves|Velhohanskat|Luvas do Mago|Перчатки мага|法师手套|魔導師の手袋|마법사 장갑|Magierhandschuhe
gloves11|Wizard Hands|Velhokädet|Luvas do Feiticeiro|Перчатки колдуна|巫师手套|ウィザード・ハンド|위저드 손|Zaubererhände
gloves12|Sand Gauntlets|Hiekkataisteluhanskat|Luvas de Areia|Перчатки странника|沙漠铁手套|砂の籠手|모래 건틀릿|Handschuhe der Sande
gloves13|Frozen Gauntlets|Jäiset Taisteluhanskat|Luvas Congeladas|Морозные перчатки|冰霜铁手套|凍結の籠手|얼어붙은 건틀릿|Gefrorene Handschuhe
gloves14|Fiery Gauntlets|Tuliset Taisteluhanskat|Luvas Ardentes|Пламенные перчатки|炽热铁手套|火の籠手|불타는 건틀릿|Feurige Handschuhe
[gloves_unique]||||||||
gloves_unique0|Assassin's Mitts|Salamurhaajan Kintaat|Luvas do Assassino|Перчатки Убийцы|刺客手套|暗殺者のミット|어쌔신의 장갑|Assassinenhandschuhe
gloves_unique1|Shadow's Grasp|Varjon Ote|Domínio das Sombras|Хватка Тени|阴影之握|影の握り拳|그림자의 손아귀|Schattengriff
gloves_unique2|Frost Glimmer Gloves|Pakkashohdehanskat|Luvas de Brilho da Geada|Перчатки Блеска Снегов|霜银手套|霜に輝く手袋|서리의 희미한 빛 장갑|Frostglimmerhandschuhe
gloves_unique3|Midas' Hands|Midaksen Kädet|Mãos de Midas|Касание Мидаса|米塔斯之手|ミダースの手|마이다스의 손|Midashände
gloves_unique4|Scuttle Crab Gauntlets|Kipittäjäraputaisteluhanskat|Luvas de Caranguejo|Рукавицы Краба|碎蟹爪|慌てる蟹の籠手|가다랑어 게 건틀릿|Schiffskrabbenhandschuhe
gloves_unique5|Warmaster's Tribal Paws|Sotamestarin Heimotassut|Garras Tribais do Mestre da Guerra|Племенные Меховые Перчатки|战师的部落爪|ウォーマスターの部族の掌|웜마스터의 부족 발|Stammespranken des Kriegsmeisters
gloves_unique6|Death's Grasp|Kuoleman Ote|Domínio da Morte|Хватка Смерти|死亡之握|死の握り拳|죽음의 손아귀|Todesgriff
gloves_unique7|Anubis' Mighty Hands|Anubiksen Mahtavat Kädet|Mãos Poderosas de Anúbis|Великолепные Рукавицы Анубиса|阿努比斯的强手|アヌビスの偉大な手|아누비스의 힘의 손|Mächtige Hände von Anubis
gloves_unique8|Mevius' Mighty Gauntlets|Meviuksen Mahtavat Taisteluhanskat|Luvas Poderosas de Mevius|Великолепные Рукавицы Мевиуса|梅维乌斯强大的铁手套|メビウスの偉大な籠手|뫼비우스의 힘의 건틀릿|Mevius' Mächtige Handschuhe
gloves_unique9|Scarab Gauntlets|Scarabi Taisteluhanskat|Luvas do Escaravelho|Рукавицы скарабея|圣甲虫手套|スカラベガントレット|스캐럽 건틀릿|Skarabäus-Stulpen
gloves_unique10|King's Gauntlets|Kuninkaan Taisteluhanskat|Luvas do Rei|Перчатки Короля|国王护手|キングガントレット|왕의 건틀릿|Königs-Stulpen
gloves_unique11|Throat Cutters|Kurkunleikkajat|Corta-Garganta|Беспощадный Убийца|喉咙切割机|スロートカッター|목 절단기|Kehlentrenner
gloves_unique12|Thor's Battle Gloves|Odinin Taisteluhanskat|Luvas de Batalha de Odin|Рукавицы Одина|奥丁的战斗手套|オーディンのバトルグローブ|오딘의 전투 장갑|Odins Schlacht-Handschuhe
gloves_unique13|Viper's Hands|Kyyn Kädet|Mãos de Víbora|Руки-Гадюки|毒蛇的手|毒蛇の手|바이퍼의 손|Hände der Viper
gloves_unique14|Molten Hands|Sulakädet|Mãos de Lava|Расплавленные Рукавицы|熔火之手|溶けた手|용암의 손|Geschmolzene Hände
gloves_unique15|Frosty Hands|Jääkädet|Mãos Congeladas|Морозные Рукавицы|冰霜之手|凍った手|빙결의 손|Eisige Hände
gloves_unique16|Thunder Hands|Ukkoskädet|Mãos de Trovão|Рукавицы Грома|雷霆之手|雷鳴の手|천둥의 손|Donnerhände
gloves_unique17|Sand Tribe Gloves|Hiekkaheimohanskat|Luvas da Tribo da Areia|Перчатки Пустыни|沙漠部落手套|サンドトライブグローブ|모래 부족의 장갑|Stulpen des Sand-Volkes
gloves_unique18|Nomad's Sand Mitts|Vaeltajan Hiekkakintaat|Luvas de Areia do Nômade|Перчатки Кочевника|游牧的砂手套|ノマドのサンドミッツ|노마드의 모래 장갑|Sandhandschuhe des Nomaden
gloves_unique19|Marksman's Hunting Gloves|Jousiampujan Metsästyshanskat|Luvas de Caça do Atirador|Охотничьи Перчатки Стрелка|射手的狩猎手套|マークスマンのハンティンググローブ|명사수의 사냥용 장갑|Jagdhandschuhe des Marksman
gloves_unique20|Doctor's Grasp|Tohtorin Ote|Aperto do Médico|Перчатки Доктора|医生的能力|ドクターズグラスプ|의사의 통제|Griff des Doktors
gloves_unique21|Slayer's Mitts|Surmaajan Kintaat|Luvas do Matador|Перчатки Убийцы Демонов|猎人的手套|スレイヤーズミッツ|슬레이어의 장갑|Handschuhe des Mörders
gloves_unique22|Lancers Gauntlets|Kilpiseivästäjän Taisteluhanskat|Manoplas do Lanceiro|Рукавицы Копейщика|枪骑兵长手套|ランサーズガントレット|랜서즈 건틀렛|Handschuhe des Lanzenreiters
gloves_unique23|Devil's Grasp|Paholaisen Ote|Aperto do Diabo|Хватка Дьявола|魔鬼的能力|デビルズグラスプ|악마의 통제|Griff des Teufels
gloves_unique24|Gloves of Wilderness|Erämaan Käsi|Mãos do Selvagem|Рука Природы|荒野之手|荒野の手|야생의 손|Hände der Wildnis
gloves_unique25|Hands of Flame|Liekin Kädet|Mãos da Chama|Перчатки Пламени|火焰之手|炎の手|화염의 손|Hände der Flammen
gloves_unique26|Conjurer Mitts|Velhokintaat|Luvas do Conjurador|Перчатки Колдуна|魔术师手套|コンジュラーミッツ|마법사 장갑|Handschuhe des Beschwörers
gloves_unique27|Zealot's Deathbringers|Kiihkoilijan Kuolemantuojat|Os portadores da morte do fanático|Предвестники Смерти Фанатика|狂热者的死亡使者|熱狂者の死をもたらす者|질롯의 죽음의 인도자|Eiferers Todesbringer
gloves_unique28|Bone Conjurer's Grips|Luidentekijän Hanskat|Punhos do Conjurador de Osso|Наручи Заклинателя Костей|骨魔术师的握柄|ボーンコンジュラーのグリップ|뼈 창조자의 손 장갑|Knochenbeschwörergriffe
